id,text,task
13933,lo que este país necesita son más políticos desempleados winston churchill,no violencia política de género
13934,oye holguín para que te quede claro,no violencia política de género
13935,si que eres descarada la deuda que arrastra el iess es porque tú patrón desfalco la entidad nunca abriste la boca para protestar,violencia política de género
13936,caretuka si el hpta degenerado de mameluko se levó todo lo que más pudo el ecuador entero lo sabe está señora cree que el ecuador es estupido están acabados de aceptación según cedatos están acabados perdidos,violencia política de género
13937,que pague unes son responsables en gran parte de la deuda con el iess debido su jefe rafael correa,violencia política de género
13938,ojalá hubieran votado así por la ley de repetición que permite recuperar lo robado pero ahí sí se les puso pesada la mano,no violencia política de género
13939,marcela holguín eres tú la que no entiende que tu amó nos atraco los fondos de los afialiados,no violencia política de género
13940,quisieron tbn tomarse los hospitales de la misión i católica del oriente,no violencia política de género
13941,por que no dicen que uds richard espinosa más ratael quebraron el iess,no violencia política de género
13942,desde año van fiscalizar,no violencia política de género
13943,jajajajaa oe no seas descarada ese es un tema que los correistas no deberían decir ni pío,violencia política de género
13944,escucha domadora de borregos,violencia política de género
13945,esas manos listas para el llevé se ve no mas,no violencia política de género
13946,no es el estado tarada es el iess,violencia política de género
13947,si la situación es grave pero también diga quien la provocó pues sinvergüenza su patrón ese prófugo que anda escondido es el que se llevó el dinero que hoy tanta falta hace deje de ser tan miserable,no violencia política de género
13948,pedrito que se interne primero para desintoxicar lo que le queda de cuerpo,no violencia política de género
13949,que vergüenza es ser borrego asco de gente que sólo revuelca en la mugre de la corrupcion para poder tener un cambio de clase social ya que es la única manera de que puedan hacerlo,violencia política de género
13950,la impunidad sinsabores de la derecha ecuatorianas involucradas hasta la,no violencia política de género
13951,acá quedo debiendo millones ahí si la doña nunca presionó para que hagan el pago entre ratas se tapan la corrupción,violencia política de género
13952,oye ociosa qué haces ahí vaga anda la asamblea pozo séptico hacer leyes para frenar la delincuencia para que agarren los ladrones anda fiscalizar averigua de donde sacaron la plata para irse rusia,violencia política de género
13953,usted es parte responsable de aquello su cara bonita no oculta lo desastrozo que fue el gobierno de su papá politico el peor de la historia se les acabo la teta,no violencia política de género
13954,asambleísta el plan de gobierno es años va un año recién sea sería por favor no declare incongruencias,no violencia política de género
13955,tus secuaces robolucionarios se mamaron toda la plata,no violencia política de género
13956,ridiculos,no violencia política de género
13957,el ecuador puede estar en manos de gente incapaz como todos de unes son gente salida de una cloaca que vergüenza sus familiares deben sentir,no violencia política de género
13958,e i c e t e,no violencia política de género
13959,cuando tu jefe nos atracó porqué no dijiste nada te haces la cojuda cínica,violencia política de género
13960,ve gremlin momia acuérdate de cuanto tu patrón al se robó todo el iess,no violencia política de género
13961,qué bestia de sinvergūenzas,violencia política de género
13962,son todos una sarta de inútiles rechazaron toda propuesta enviada por el ejecutivo rechazaron cambios en leyes contra narcodelincuentes tiene glosas que los invalida como persona política son todos lumpen payasos inservibles,no violencia política de género
13963,quieren arreglar la ciudad empiecen por escribir bien después hablamos de inclusión pero de la verdadera,no violencia política de género
13964,sin duda el robo de todos los de la recuerda periodista,no violencia política de género
13965,oye calavera amnésica tu jefe capo narco prófugo mameluco le robó millones al iess todavía te atreves indignarte vos todo el les deberíamos cobrar ratas miserables,violencia política de género
13966,eso es ser muy cara dura asambleísta en un nivel galáctico ustedes los en este tema en especial deben quedarse con el pico cerrado sabiendo de dónde nace la crisis del,violencia política de género
13967,que ahora también sabe de gestión de riesgos vergüenza de asambleístas que venga la consulta para enviar la casa toda una sarta de parásitos,violencia política de género
13968,que descarada esta sinverguenza,violencia política de género
13969,ah ya me acordé en ese entonces trabajaba para defendiendo otras causas lo dicho los estómagos agradecidos son fieles,no violencia política de género
13970,así salen estas acémilas hablar del iess con el perdón de esos nobles animales,violencia política de género
13971,por suerte usted no viaja en bus ay diosito de lo que se salva,no violencia política de género
13972,jijijiji,no violencia política de género
13973,pregúntale correa gonzález espinoza,no violencia política de género
13974,ya han de andar atrás de una coimita si les pagan,no violencia política de género
13975,lo mejor belleza inteligencia solidaridad calificativos positivos faltan para describir tan maravillosa mujer adelante,no violencia política de género
13976,sinvergüenzas pidan garganta profunda devuelva lo se llevó,violencia política de género
13977,todo robado el ladrón de correa,no violencia política de género
13978,uds tampoco no nos representan uds representan lo defienden en la asamblea si no lo acepta vea que leyes no aprueban corruptos,no violencia política de género
13979,vea usted si sabe quién gobernó durante más de una década que desfalcaron al demás instituciones estatales si fueron parte del cartel que saquearon las arcas fiscales del,no violencia política de género
13980,mira murciélaga el gobierno está pagando las deudas que tu mameluco contrajo con el iess el botox ya no te permite recordar,violencia política de género
13981,fer si tu lasso del presupuesto de este año en cada ministerio meses solo invertido el dek presupuesto,no violencia política de género
13982,ustedes no fueron los que se robaron los fondos del iess,no violencia política de género
13983,no sean descarados tu patrón corea robó el dinero del iess,no violencia política de género
13984,por que en años anteriores no reclamó memoria selectiva son correistas,no violencia política de género
13985,jajajaja los ineptos son ustedes,no violencia política de género
13986,mejor cuéntame la historia de este par de ladrones desfalcadores del iess son tus compinches verdad honorable alcahueta de estos miserables,no violencia política de género
13987,que caraduras que son jajajaja,violencia política de género
13988,tu patrón sacó millones cambio de papeles innegociables eres una asquerosa cínica,violencia política de género
13989,que habla este cadáver político una de las que apoya el robo al iess ahora reclama rata,violencia política de género
13990,ese es el problema de tener una irresponsable correista de ministra de educación que pensaban que esta mujer iba hacer bien las cosas si recibe órdenes del ático solamente lasso puede creer,no violencia política de género
13991,marcelita si se acuerda quien quito el aporte de parte del gobierno ahora se quieren hacer las superheroes pero no llegan ni mamotreto,no violencia política de género
13992,porque no reclamo cuando correa quebró el iess,no violencia política de género
13993,ya nos haremos cargo jajajajajajajajajajajajajajajaja,no violencia política de género
13994,es grave desde cuándo ya se te olvidó deja ya de ser sinvergüenza,violencia política de género
13995,payasos no saben ni leer la ley tarea de inútiles buenos para nada solo para lamerle las bolas tu hermano sirven ascos,no violencia política de género
13996,con la misma cantidad de votos que reconocen incumplimiento de funciones del presidente la asamblea debe cesarlo de su cargo demostrarle al país hay coherencia en las decisiones legislativas,no violencia política de género
13997,ustedes dejaron las leyes favor de los delincuentes la tabla de consumo de drogas pacto con narcos terroristas votaron la base de manta en fin ustedes destruyeron el ecuador son tan sinicos dios será tendrás perdón de dios,no violencia política de género
13998,por lo menos desactive los comentarios replop plop plop,no violencia política de género
13999,hasta cuando van dar los contratos las mismas empresas dar desiertos cuando se maneja por medio de ofertas no ganan los que querían que esta pasando investiguen los contratos,no violencia política de género
14000,su pana fue partícipe de esa debacle no se haga la héroe,no violencia política de género
14001,ya van renunciar,no violencia política de género
14002,que el presidente los mandé su casa todos,no violencia política de género
14003,pregúntale al richard espinosa dónde está la deuda,no violencia política de género
14004,empezaron estos hptas,no violencia política de género
14005,la fierina sus amigos son sarta de ignorantes,violencia política de género
14006,ya se olvidó estimada que fueron ustedes revolución ciudadana quienes quitaron el aporte del estado al iess desconocieron la deuda ahora les importa caretuko compañerita de no creer tanta sinverguenzada,violencia política de género
14007,marcela que bueno que los asambleístas se acordaron de trabajar para eso fueron elegidos se han pasado todos estos meses boicoteando lasso eso es innecesario él se boicotea solito su trabajo es legislar fiscalizar no andar buscando la impunidad del prófugo,no violencia política de género
14008,marcelita eres cínica tu jefe el narcotraficante correa dejó al iess en bancarrota eres desmemoriada te haces sinverguenza,violencia política de género
14009,que bueno que vayan fiscalizar la deuda del iess aprovechen que tienen línea directa con quien lo usó como caja chica recuperen algo de lo robado,no violencia política de género
14010,para su información señora su jefe el convicto al que debe reclamar,no violencia política de género
14011,ay fierina,no violencia política de género
14012,caso chevron no fue declarado fraudulento lo peor es que si no me equivoco el fraude lo cometió el propio estado,no violencia política de género
14013,qué caretuca que eres realmente sin palabras,violencia política de género
14014,ok ok brother pero ya pasaron años ya van gobiernos no pueden arreglar con todo lo que dices no hay duda que estábamos mejor,no violencia política de género
14015,pendeja tu amo correa no pago los aportes el iess era la caja chica del gobierno de ratael no quiso reconocer la deuda tambie hay leer un poco de historia ignorante,violencia política de género
14016,que el gobierno la vuelva público es un inservible servicio privado,no violencia política de género
14017,este país ya está en la gaver entonces presidente disuelva de una vez por todas la maldita asamblea nacional,no violencia política de género
14018,quién usó al iess como caja chica quién desconoció la deuda del estado con el iess quién dijo que el iess tenía superávit no necesitaba dinero quién hizo que ingresaran al iess personas no aportantes sin estudios técnicos para reventar sus finanzas correa descarados,no violencia política de género
14019,marcela siendo lo que es una cínica endemoniada mentirosa dile tu patroncito mashit el quebró el iess,no violencia política de género
14020,qué descarada eres chch,violencia política de género
14021,marcela más de hipócrita usted es cínica sufre de alzheimer selectivo el gobierno de correa desfalcó el iess no pagó por años lo que le correspondía al estado este gobierno paga recién se acuerda usted que tiene boca es asquerosa su forma de hacer política,no violencia política de género
14022,oye insecto ignorante quien quebró al iess quien le debe desde el quien se cogió la plata como si fuera caja chica cambio los beneficios del afiliado dan asco,violencia política de género
14023,ustedes han cumplido,no violencia política de género
14024,dile tu patrón que devuelva lo que saqueo del iess,no violencia política de género
14025,para empezar aprender bien escribir,no violencia política de género
14026,ojalá sea cierto eso de hoy empezamos trabajar el pueblo está arto de sus sinverguencerías corrupciónes se los demanda aparte que es correcto que rectifiquen la cagada que hicieron al dejar entrar droga abrir las fronteras con el cuento de soberanía uds son los culpables,no violencia política de género
14027,oye te han hecho igualita,no violencia política de género
14028,por un país multidiverso sensible imparable,no violencia política de género
14029,la deuda que ustedes dejaron ratas ustedes destrozaron al iess corruptos ojalá acepten que esa deuda es desde la década robada son unas ratas corruptos montón de basuras correistas,violencia política de género
14030,huyy con es avance alado vaya nomás,no violencia política de género
14031,ojalá cumpla con su trabajo de fiscalización vean los orígenes de las deudas esa investigación que la haga pública para ver quienes son los irresponsables de dichas deudas el pais no puede pagar deudas por mal manejo quien sabe de llevarse dineros del país saludos,no violencia política de género
14032,mira quien habla ciertamente que estos correístas son cínicos mentirosos si quien jodió al iess fue el prófugo no pagó el de pensiones no pagó la deuda al iess se robó la plata del iess quebró al iess entonces si son asquerosos sinverguenzas,violencia política de género
14033,llámalo tu ratael que el fue quien quito el el estado daba al iess porque según esa bestia el iees tenía superavit,no violencia política de género
14034,si sabes quién generó esa brecha,no violencia política de género
14035,le quitaron la salud pública los hijos esposas de los afiliados le obligaron al iess prestar este servicio haciendo que ellos asuman los gastos de salud sin ningún estudio ni nada que sustentar el gasto que se incrementaría decisiones tomada con el hígado brillante,no violencia política de género
14036,pero ustedes no pagaron que caradura ustedes los tetones noreros narcorreistas quebraron el iess,no violencia política de género
14037,jajajaja eso dile al prófugo rafael correa que desconoció la deuda al iess,no violencia política de género
14038,esa es vamos la muerte cruzada el soberano decida,no violencia política de género
14039,pero comenta que el máster en economía de su jefe dejó quebrando al iess eso aclare no sea figurety de algo que todo el mundo sabe otro perro con ese hueso,no violencia política de género
14040,realmente no tienes sangre en la cara pierina cuestionas el trabajo del presidente lasso cuando ustedes desde la asamblea con todo los medios no han hecho más que boicotear su gestión los amotinamientos de las cárceles la obstaculización las leyes propuestas etc etc,violencia política de género
14041,pedazo de sin vergüenza fiscaliza no más para veas el daño le hizo tu jefe la salud de los afiliados,violencia política de género
14042,caradura esta señora culpable directo de lo sucede en el seguro el narcomameluco parece necesitan comer sardina porq tienden olvidar lo no les conviene,violencia política de género
14043,cuando correa quebro al iess sacándoles más de mm de dólares porque estaba vagos dónde los llevo deben devolverle al iess su dinero lo dejaron en acefalia su jefe son caretucos quebraron el iess ahora le reclaman lasso cómo gil,no violencia política de género
14044,la drácula,violencia política de género
14045,esta grave porque ustedes sarta de delincuentes se llevaron todo cínica,violencia política de género
14046,usted se va rusia con dinero de los ecuatorianos para apoyar una guerra el asesinato de civiles eso no le preocupa,no violencia política de género
14047,horrenda rata de fedeguayas dijo el loko,violencia política de género
14048,narcopilla,violencia política de género
14049,cuánto pago las petroleras por meterse con los tu patrón ladrón que está escondido cual rata de alcantarilla en bélgica sinverguenzas descarados,no violencia política de género
14050,pobre loca desesperada jajajaja del mismo lote de la inge betty la f a,no violencia política de género
14051,impresionante dios mío cuánto odio por alguien que transformó para bien nuestra patria terrible,no violencia política de género
14052,qué devuelva correa el dinero que sacó del iess,violencia política de género
14053,que te paso en la cara que desagradable,violencia política de género
14054,aprende escribir bien cabeza de otro cuerpo pendejo,no violencia política de género
14055,es en serio esa deuda por si acaso no era en el gobierno de tu amo borrega,violencia política de género
14056,que cara de tuco prohibido olvidarse,violencia política de género
14057,de orden las bandas de dejen de robar enseguida bajará la criminalidad,no violencia política de género
14058,inútiles,violencia política de género
14059,una buena prensa como el venezolano news jajajjsjs,no violencia política de género
14060,que cinismo el iess fue la caja chica del prófugo,no violencia política de género
14061,puro show puro chichecito puro amargue vayan directo ataquen el problema trabajen alguna vez en su vida devenguen el sueldo tengan un poquito de decencia hagan las reformas la ley para atacar la delincuencia el narcotráfico es no les conviene,no violencia política de género
14062,éste enclencle lo único que produce es rabia qué tipo para repulsivo,no violencia política de género
14063,culpa de correa que le quitó el dinero al iess,no violencia política de género
14064,más grave fue cuando el ladrón de correa la saqueó,no violencia política de género
14065,para cuándo los inteligentes expertos en seguridad de unes pk reforman sus leyes cojudas dando más participación policías militares en la seguridad es que esperan que las bandas vayan la asamblea sus casas les quiten todo lo que se an robado ustedes,violencia política de género
14066,que se puede esperar de ustedes oportunistas socialistas ganen en las urnas,violencia política de género
14067,jejeje jejeje que asco que dan,violencia política de género
14068,si el hijueputa del prófugo que adoras no hubiera saqueado el iess esto no pasaría ahora se están tratando de arreglar las cosas pese que ustedes gurpo de miserables impide tontos hijueputas empezando por vos,violencia política de género
14069,denuncia pública en el sede machala provincia de el oro exigimos la salida inmediata de la directora regional de trabajo,no violencia política de género
14070,tienes que verle ahora esta tipeja ush que desagradable,violencia política de género
14071,no es la defensa de la procuraduria la que nos afecta son las acciones ilegales ilegítimas de un seudo economista que buscaba ser popular impugnar al causante no al abogado es como acusar de inepto al abogado de un violador,no violencia política de género
14072,se sabe que pagó para asesinar leandro norero no le convenía que el hablara,no violencia política de género
14073,por que mejor no devuelven el dinero que el ladrón de tu hermano tu se robaron nos dejas en paz con tus estupideces,violencia política de género
14074,pues si fue su amo holger el delincuente saqueó todos los fondos del iess ve bélgica sacarle el dinero así como fueron paseo rusia,no violencia política de género
14075,como siempre no de lado de los afiliados si lo del capital con ese concepto plantearon esa modalidad en lugar de fortalecer nuestro iess de trabajar en prevención no el capital siempre pudo más con uds,no violencia política de género
14076,sabes donde empezó el saqueo del iess,no violencia política de género
14077,claro está que pagó para asesinar leandro norero no le convenía que el hablara,no violencia política de género
14078,payasa con la rata de correa todo es posible que este metido con narcos pandilleros así que no le metas la prensa si todos los ecuatorianos estamos convencidos que este es un mentiroso sinvergüenza,violencia política de género
14079,cree que está en una campaña publicitaria del banco guayaquil,no violencia política de género
14080,en aquel año aún era el líder de los ñetas fue parte del acuerdo de paz que esa pandilla los latin kings lograron con el gobierno de rafael correa como parte del pacto líderes de estos grupos se afiliaron al movimiento correísta alianza país en,no violencia política de género
14081,así fue como leandro más conocido como el patrón norero se abrió paso en el mundo del hampa moviéndose entre políticos narcotraficantes empresarios de dudosa procedencia policías cabecillas de bandas desde el ascenso de leandro el patrón norero fue vertiginoso,no violencia política de género
14082,ratas vete cuba,violencia política de género
14083,vaya rusia pedir ayuda dar las nalgas putin,violencia política de género
14084,ustedes lo quebraron no sea tan hpta,violencia política de género
14085,pero digan la verdad el prófugo del ático dejo en terapia intensiva al iees ojo no lo digo yo lo dijo el otro prófugo ramiro gonzales,no violencia política de género
14086,si si payaso el país destruido gente sin medicamentos sin trabajo delincuencia porque mucho no tienen trabajo ahora rebusna,no violencia política de género
14087,eso para que sirve los ciudadanos mejor sería que trabajen en algo productivo para el país leyes laborales leyes antidelicuencia es lo mínimo requerido podrán pasan bloqueando sin hacer nada así ganan sueldos dorados,no violencia política de género
14088,pero si ustedes mismos bloquean los proyectos de ley zoquete,no violencia política de género
14089,pero si fue si jefe el loco del ático el que quebró el iess es como querer cobrarle al tú mismo le robaste típico de los robolucionarios,no violencia política de género
14090,si pero en la votación hay que ver si apoyan que viendo lo otro sería,no violencia política de género
14091,el gran pedrito siempre teniendo razón,no violencia política de género
14092,la borregada antes lo odiaba ahora lo aman así de amagadores son,violencia política de género
14093,esto marcelita,no violencia política de género
14094,jajaja descarada quien crees género esa deuda el ladrón de bélgica al le defiendes,violencia política de género
14095,gracias quien exacto gracias al prófugo delincuente que adoran,no violencia política de género
14096,cínica el robo es de su época,violencia política de género
14097,juntos fiscalizaremos lo dice quienes se robaron la plata del iess así más caretuco,no violencia política de género
14098,nunca resuelven nada ratas hptas,violencia política de género
14099,se ve que eres una verdadera sinvergüenza hora si estas preocupada de lo del iess porque no te preocupaste cuando la rata de tu jefe lo asalto como un verdadero alcapone al seguro social ya dejate de ser una mentirosa dolida por algo que no sientes,violencia política de género
14100,hoy los padres de los alumnos de la unidad educativa sixto durán ballén estuvieron conversando con en el condado quito necesita recuperar la educación de excelencia para los más chicos,no violencia política de género
14101,primero abra la pugta constitución que dejó su hermano algo de esfuerzo debe hacer ohhh perdón estoy hablando con uno de ustedes no le voy dar haciendo el trabajo,no violencia política de género
14102,no es un secreto para el pueblo que mando quitar al capo de su camino tenía mucha información,no violencia política de género
14103,algo asi,no violencia política de género
14104,la meritocracia en el gobierno del encuentro con la mediocridad es tener un prontuario delictivo ser un inepto destilar odio contra correa,no violencia política de género
14105,desde cuándo le deben,no violencia política de género
14106,deberían devolver la plata que le robaron al iees durante la década robada correista no sean tan si vergüenzas ratas causantes de la destrucción de la seguridad social,violencia política de género
14107,si si bonitas palabras pero diga todos en gobierno hicieron el iess sea la caja chica dl mismo solo acumuló deudas encima más todos los corruptos panas pasaron ese directorio algunos se fugaron,no violencia política de género
14108,primero aprende escribir el idioma español luego para ver si te creo,no violencia política de género
14109,toca darle el dinero pedirle que nos compre los boletos premiado ojalá no nos salga con que solo los ella salen premiado se nos quede con el boleto,no violencia política de género
14110,es de aplaudir lo que ustedes no dejan trabajar caras duras pero es lógico lo único que hacen es robar,violencia política de género
14111,que cinismo de asambleísta la deuda con el iess es desde el este gobierno ha sido el único que ha abonado la deuda lo usaron de caja chica sacando los mil millones diciendo que no es deuda porque es como un hijo pedirle prestado mamá la plata quedaba en casa,violencia política de género
14112,pero si tu jefe fue el que se gastó esa plata más hay que ser sinvergüenzas ah,violencia política de género
14113,delincuentes dan asco,violencia política de género
14114,así debías chillar en el no ahora sí en verdad fuera un tema que te hubiera importado ya hubieras chillado hace rato pero así eres de mañosa miserable que ahora recién chillas por intereses te tus pandilleros no del pueblo sinvergüenza cínica,violencia política de género
14115,hay tener un poquito masa encefálica por favor el ladrón dl ático desfalcó el haciéndolo billetera ahí no le vi quejándose jamás quiso pagar los préstamos al estado eso es lo se arrastra hasta ahora pero eso sí puro ladrón negociado panas suyos,no violencia política de género
14116,que despreció estos políticos caraduras ellos se llevaron el dinero del iess alguien que los ajusticie ellos dirán ka interna pendejo el pueblo,no violencia política de género
14117,muerte cruzada se les acaba el teatro,no violencia política de género
14118,de quien es la culpa porque no le dices la mariposa que devuelva el dinero de nosotros los jubilados que se robó ustedes dejaron en quiebra al iess ahora se quejan de que el gobierno no paga las deudas de ustedes,no violencia política de género
14119,ahi estan los mismos ladrones de siempre ya no queremos seudo socialistas buscan enriqueserce sin trabajar con dineros publicos vota nulo pero no estos pendejos,no violencia política de género
14120,ya era hora que le den su merecido que ya lo tenía bien ganado porque se siente el big man,no violencia política de género
14121,no hay una correcta difusión del voto telemático por parte del cne la comunidad migrante necesita más asistencia conocimiento información,no violencia política de género
14122,el peor desastre fue el xxi,no violencia política de género
14123,pelasable cuando han apoyado la seguridad,no violencia política de género
14124,si estamos así es gracias las leyes que favocen los delincuentes que ayudaron envenenar con drogas los jóvenes no les da vergüenza hablar de ineptitud son ustedes los responsables del caos del país no hacen nada más que lanzar la piedra esconder la mano,no violencia política de género
14125,una deuda difícil de pagar,no violencia política de género
14126,que descaro de la señora sabe bien cual es el causante de que el iess esté en esta situación,violencia política de género
14127,jajajaja borrego descerebrado,no violencia política de género
14128,que haga su magia xfa ella es lleva casi año tramitando su carnet discapacitad visual llega el día le dicen debe empezar cero porque llenaron mal el formulario médico nuevo turno para noviembre,no violencia política de género
14129,todavía hay borregos ciegos ya quedan pocos,no violencia política de género
14130,jajaja gracias correa ese dejo al iess con deuda ahora todos los gobierno que entren gobernar tienen solucionar la deuda ja ja ja hipocritas,violencia política de género
14131,tenemos que exigir la el cumplimiento del plan de cada asambleísta exigir al cne que se vayan todos porque en ese nido de víboras llamado asamblea está lleno de basura,violencia política de género
14132,muerte cruzada para todos estos sinvergüenzas,no violencia política de género
14133,cara de tuco por que no le dices tu patrón loco del ático empieza por ahí primero borrrega,violencia política de género
14134,te vas vos la casa de la belga primero,no violencia política de género
14135,paez simplemente,no violencia política de género
14136,que devuelva todo lo se llevo tu alicorrea los,no violencia política de género
14137,recorrimos con la escuela superior de la con la finalidad de recabar información para el caso,no violencia política de género
14138,quien fue la bestia que le quitó el aporte del dejando una brutal deuda,no violencia política de género
14139,no pues es que en gobiernos pasados no les quedaron debiendo nada verdad hay que ser bien mismo,no violencia política de género
14140,muerte cruzada que se larguen todos lacras,no violencia política de género
14141,gran wdaaa sera que algun dia te pones trabajar,no violencia política de género
14142,que van hacer con eso pierina van tomarse de las manos llorar ya trabajen por favor,no violencia política de género
14143,el hp de tu mentor el reo desde ahí se viene arrastrando esa deuda el es el causante de la grave crisis financiera vive el iess un pobre desgraciado prófugo de,no violencia política de género
14144,deberías hacerte cargo de la defensa seguro que te aplauden los culpables que por prepotentes no cumplieron con los contratos,no violencia política de género
14145,señora asi su jefe fue quien dejó quebrado al iess,no violencia política de género
14146,calla cínica,violencia política de género
14147,es en serio lo que dice esta animal siguen creyendo que los ecuatorianos somos estúpidos no hay duda la mierda se le subió al cerebro,no violencia política de género
14148,todavía tiene el descaro de hablar de la crisis del iess,no violencia política de género
14149,ustedes cuando carajo han cumplido ni con el de su trabajo tú peor en fedeguayas paso horroroso lamentable desastroso esa fue la tercera lotería que ganaste,no violencia política de género
14150,separados al nacer,no violencia política de género
14151,el más grande ladrón que ha parido el ecuador se llevó el billete alias mashi se hace llamar,no violencia política de género
14152,ver en carondelet por tv ji ji,no violencia política de género
14153,su paso por fedeguayas quien lo audita,no violencia política de género
14154,hdlgp porque no rebuznaste cuando tu patrón el prófugo de bélgica no pagaba al iess ahí si calladita andabas murciélago,violencia política de género
14155,el secretario relator de informa la presidenta que por mayoría de votos ha sido aprobada la moción presentada por el legislador,no violencia política de género
14156,si sabe que esa deuda viene desde el gobierno de su líder además que eliminó el por ciento del aporte del estado para las jubilaciones también por el incremento de atenciones médicas los hijos menores de losndiliados sin tener financiamiento,no violencia política de género
14157,se dice presidenteeeeeeee,no violencia política de género
14158,escribe bien,no violencia política de género
14159,que caretuca esta hpt correa saqueó al iess ahí están las consecuencias miserables,violencia política de género
14160,eres una cara dura tu patrón la prófuga hizo del su caja chica tú sabes perfectamente ahora están fastidiando que van fiscalizar sinvergüenzas ya trabajen,violencia política de género
14161,esa deuda desde cuendo viene porfavor porq eso no informan porq no dicen de sde cuando se sacaron la plata,no violencia política de género
14162,acuerdese señora asambleista que la deuda viene de hace un tiempo atras ojala se ponga fiscalizar no pongan trabas,no violencia política de género
14163,esos son los ministros de lasso no hay corrupción,no violencia política de género
14164,primero veamos quien negó la deuda del estado al iess luego quien eliminó el aporte del estado luego cuantos hp están prófugos por su mal manejo robo esta institución de los ecuatorianos empiece fiscalizando desde ahí encontraremos la razón de la quiebra del iess,no violencia política de género
14165,qué chugcha significa todexs zorrox,no violencia política de género
14166,pero que descarada jajaja si esa deuda viene desde el gobierno del prófugo,violencia política de género
14167,hace rato los ecuatorianos determinamos que la no sirve para nada,no violencia política de género
14168,seguro fue un gran aporte de,no violencia política de género
14169,la misma pandilla que quebró al iess hoy lo quieren recuperar la política es irónica con estitos,no violencia política de género
14170,descarados ustedes su banda de ladrones se robaron por millones los fondos del iess su cabecilla desconoció la deuda del estado el dinero es de quienes aportamos no de los ladrones de turno sin duda los revolucionarios son los peores de todos,no violencia política de género
14171,tomen nota hoy empezamos trabajar por fin ojalá sea en serio,no violencia política de género
14172,durante esta sesión fueron partícipes nuestros legisladores,no violencia política de género
14173,jajaja eso se debía aplicar en su mandato en la federación deportiva del guayas,no violencia política de género
14174,qué gobierno suspendió los pagos al morticia borrega descocada no fue el delincuente prófugo correa verdad,violencia política de género
14175,que descubrimiento eso ya se sabe también quien lo quebró fiscalizan las inversiones que hicieron los panas sociolistos,no violencia política de género
14176,seguro que ya ha comprado otros guachitos ganadores porque el sueldo de la asamblea no va con el de su reverenda suerte,no violencia política de género
14177,te faltó poner todes ya no saben que hacer para llamar la atención pensé que solo tenías cara de tarado pero me equivoqué,no violencia política de género
14178,sea realmente indigna le sacaron al millones no los van pagar nunca dejaron de pagar el aporte del acabaron con el fondo salud obligaron atender millones de personas más sin tener ingresos ahora están vigilantes por cinismo completo,no violencia política de género
14179,pero si ustedes correismo se robo todo que cara dura,violencia política de género
14180,seguro van fiscalizar espero noticias pronto porque el narizon ramiro gonzalez se llevó hasta el agua de los floreros ese ese era de los vuestros,no violencia política de género
14181,que se vayan todos presidente asamblea judicatura tarea de ineptos ciegos que opina de coca codo de la salida de la cárcel de alex bravo opine diga algo de la reunión de su compañero aleaga en miami opine,no violencia política de género
14182,porque no te reúnes con los profugos mejor para que vuelvan justifiquen el hueco financiero,no violencia política de género
14183,también proteste lo que se robaron miles de millones en década robada dirigida por mameluco,no violencia política de género
14184,menos con los trolls le faltó poner,no violencia política de género
14185,visité la escuelita aurelio chiriboga que hace unos días fue víctima de la delincuencia agradezco mis colegas por apoyar esta noble causa la educación debe ser nuestro compromiso de trabajo,no violencia política de género
14186,eso es no tener sangre en la cara jajsjajaja la salvadora digamole cuando el mameluco empezó esto al no pagar la deuda al iess,no violencia política de género
14187,que cara de tuco eres no recuerdas que rc no pagó,violencia política de género
14188,va reventar en ventas,no violencia política de género
14189,que sinvergüenza ja ja ja ja ja te hago una pregunta quien lo dejo saqueando al iess,violencia política de género
14190,bien preocupada despues que el profugo quebro el iess por lo menos hubiera pagado lo que espinoza le presto son como millones que caretuco esta preocupada,violencia política de género
14191,súmele lo que ratael correa le robó metió mano además de los amigos que puso robar a hacerse nuevos millonarios fatal cómo se rifan la plata del trabajador,no violencia política de género
14192,si son,no violencia política de género
14193,oiga cuando estuvieron en el gobierno robaron tanto porque no presentaron el informe,no violencia política de género
14194,los burros hablando de orejas fueron ustedes que ni pagaron la deuda prestaciones sin aportes económicos políticos creando partidos políticos la lista continua cara dura,violencia política de género
14195,coincido pregunten cuál imbécil comenzó por desfinanciarlo quitando recursos no pagando ampliando las salud para todos sin ningún aporte ni financiamiento el prófugo,no violencia política de género
14196,apoyo total la otan por permitir el equilibrio mundial,no violencia política de género
14197,gobierne disculpe señora deje de insultar nuestra inteligencia ya lárguense todos ustedes cuidando sus sueldos de costa de las vidas inseguridad del pueblo muerte cruzada se llama,no violencia política de género
14198,ni un centavo da la gente por esa careta horrible,no violencia política de género
14199,desde cuándo trabaja en la asamblea hace cuánto que hizo algo pero de verdad que pobreza de políticos tenemos,no violencia política de género
14200,pero tambien nos hizo mierda de que hablan,no violencia política de género
14201,aquí está el angelito pandorita,no violencia política de género
14202,luego de quebrar al iess los cara dura hablan de fiscalizar lo que se robaron la inmundicia de la década robada no pueden ocultarla,no violencia política de género
14203,ojalá den co todos quienes se llevaron ese dinero sobretodo ese payaso del ático,no violencia política de género
14204,que miedo en vez de manos vemos garras en la barriga del pueblo de quito,no violencia política de género
14205,culpa de que se le deba tanto de quien es,no violencia política de género
